departamento,municipio,departamento_nombre,municipio_nombre,total_votos_mmv,votos_validos,ABELARDO DE LA ESPRIELLA,CARLOS CAICEDO,CLAUDIA LOPEZ,GUSTAVO MATAMORROS,IVAN CEPEDA,LUIS GILBERTO MURILLO,MAURICIO LIZCANO,MIGUEL URIBE,NO MARCADOS,PALOMA VALENCIA,ROY BARRERAS,SANTIAGO BOTERO,SERGIO FAJARDO,SONDRA MACOLLINS,VOTO EN BLANCO,VOTO NULO,votos_abelardo,votos_cepeda,margen_abelardo_vs_cepeda,ganador_2v_base,margen_abs,margen_pp_validos,voto_blanco,voto_nulo,no_marcados,abstencion_estimada,bolsa_indefinida,score_disputa,score_oportunidad,potencial
9,67,CALDAS,MARULANDA,1186,1152,661,3,17,0,129,0,125,3,13,155,0,17,20,4,18,21,661,129,532,ABELARDO DE LA ESPRIELLA,532,0.4618055555555556,18,21,13,1173.0,1225.0,0.1494285609241602,1.0626630215627495,2359.0
9,76,CALDAS,NEIRA,10902,10562,5288,11,102,2,2333,11,499,36,82,1435,20,166,436,20,203,258,5288,2333,2955,ABELARDO DE LA ESPRIELLA,2955,0.2797765574701761,203,258,82,8896.0,9439.0,0.3197329931968955,2.926423766751614,19798.0
9,78,CALDAS,NORCASIA,3300,3203,1622,3,22,2,941,3,62,6,24,263,9,96,77,6,91,73,1622,941,681,ABELARDO DE LA ESPRIELLA,681,0.2126131751482984,91,73,24,3416.0,3604.0,0.362609055048553,2.969796099773465,6716.0
9,79,CALDAS,PACORA,6982,6768,3463,6,50,4,971,4,380,28,63,1365,15,116,201,23,142,151,3463,971,2492,ABELARDO DE LA ESPRIELLA,2492,0.3682033096926714,142,151,63,4999.0,5355.0,0.2332107736359008,2.0023413373721373,11981.0
9,82,CALDAS,PALESTINA,7871,7662,3180,5,36,1,2194,3,1114,12,36,657,6,131,195,8,120,173,3180,2194,986,ABELARDO DE LA ESPRIELLA,986,0.1286870268859305,120,173,36,7024.0,7353.0,0.6449167619929539,5.7416937139519,14895.0
9,85,CALDAS,PENSILVANIA,8985,8795,4035,2,43,0,1600,4,135,29,54,2401,7,134,218,10,177,136,4035,1600,2435,ABELARDO DE LA ESPRIELLA,2435,0.2768618533257532,177,136,54,7312.0,7679.0,0.31660021178770315,2.8324241646886437,16297.0
9,103,CALDAS,RIOSUCIO,24143,23537,9843,7,152,5,9331,11,714,44,131,2041,23,236,586,29,515,475,9843,9331,512,ABELARDO DE LA ESPRIELLA,512,0.0217529846624463,515,475,131,17141.0,18262.0,3.170212665816871,31.10813162788104,41284.0
9,106,CALDAS,RISARALDA,5313,5178,2587,4,24,2,1112,5,244,9,29,865,8,102,117,3,96,106,2587,1112,1475,ABELARDO DE LA ESPRIELLA,1475,0.2848590189262263,96,106,29,5231.0,5462.0,0.29004936995207503,2.4960933424661254,10544.0
9,109,CALDAS,SALAMINA,7568,7372,3311,2,34,4,1495,5,579,20,41,1445,12,92,219,13,141,155,3311,1495,1816,ABELARDO DE LA ESPRIELLA,1816,0.24633749321758,141,155,41,7135.0,7472.0,0.3474162068999625,3.0986231468657297,14703.0
9,115,CALDAS,SAMANA,8893,8667,4743,9,53,8,1588,5,227,41,63,1447,14,145,196,27,164,163,4743,1588,3155,ABELARDO DE LA ESPRIELLA,3155,0.3640244605976693,164,163,63,7810.0,8200.0,0.2424278173723473,2.1847622482696996,16703.0
9,120,CALDAS,SAN JOSE,2686,2642,1075,4,4,0,628,0,229,6,15,575,0,22,51,6,42,29,1075,628,447,ABELARDO DE LA ESPRIELLA,447,0.1691900075700227,42,29,15,2274.0,2360.0,0.43973824330160394,3.41537681378167,4960.0
9,124,CALDAS,SUPIA,12893,12214,5135,9,106,9,4159,9,302,45,97,1469,11,249,330,26,355,582,5135,4159,976,ABELARDO DE LA ESPRIELLA,976,0.0799083019485835,355,582,97,11156.0,12190.0,1.0466686367932343,9.847532941241901,24049.0
9,127,CALDAS,VICTORIA,4637,4504,2285,1,39,1,1155,5,351,14,22,428,6,80,71,4,64,111,2285,1155,1130,ABELARDO DE LA ESPRIELLA,1130,0.2508880994671403,64,111,22,3750.0,3947.0,0.322473243786349,2.6703894519257254,8387.0
9,130,CALDAS,VILLAMARIA,32571,31809,13096,22,478,9,10967,25,595,71,90,3558,26,329,1917,40,676,672,13096,10967,2129,ABELARDO DE LA ESPRIELLA,2129,0.0669307428715143,676,672,90,15950.0,17388.0,1.3476453752771507,13.157861089165438,48521.0
9,133,CALDAS,VITERBO,7784,7639,4100,2,43,3,1707,4,340,22,29,966,5,135,184,8,120,116,4100,1707,2393,ABELARDO DE LA ESPRIELLA,2393,0.3132608980233015,120,116,29,5785.0,6050.0,0.2765924656163043,2.4085613341900403,13569.0
11,1,CAUCA,POPAYAN,187004,184022,49238,73,1302,33,104468,93,236,174,356,16694,124,1174,6763,128,3522,2626,49238,104468,-55230,IVAN CEPEDA,55230,0.3001271587092847,3522,2626,356,82516.0,89020.0,0.39089823926524553,4.454921652995688,269520.0
11,4,CAUCA,ALMAGUER,7677,7521,434,5,10,1,6708,0,5,9,68,169,1,39,23,8,109,88,434,6708,-6274,IVAN CEPEDA,6274,0.834197580109028,109,88,68,5200.0,5465.0,0.1057286534495579,0.9099327603885211,12877.0
11,5,CAUCA,ARGELIA,16688,15791,1575,19,78,6,12563,6,32,22,111,350,14,220,119,25,762,786,1575,12563,-10988,IVAN CEPEDA,10988,0.6958394021911215,762,786,111,6219.0,7878.0,0.13696116611885661,1.228809593277198,22907.0
11,6,CAUCA,BALBOA,14522,13864,1470,16,100,19,10892,6,38,35,145,433,23,150,121,24,537,513,1470,10892,-9422,IVAN CEPEDA,9422,0.6796018465089441,537,513,145,3274.0,4469.0,0.13829897652291426,1.1624227695241665,17796.0
11,7,CAUCA,BOLIVAR,18423,17799,1848,10,63,2,14031,18,43,28,163,1021,16,134,69,22,494,461,1848,14031,-12183,IVAN CEPEDA,12183,0.6844766559919097,494,461,163,11397.0,12515.0,0.14092559702099172,1.3295996232939833,29820.0
11,10,CAUCA,BUENOS AIRES,12110,11033,2982,21,88,17,6162,34,55,75,244,657,30,143,146,48,575,833,2982,6162,-3180,IVAN CEPEDA,3180,0.2882262303997099,575,833,244,6383.0,8035.0,0.31213675206758174,2.806635890242484,18493.0
11,13,CAUCA,CAJIBIO,15223,14475,3440,14,138,7,8348,19,63,65,239,1397,28,184,157,40,575,509,3440,8348,-4908,IVAN CEPEDA,4908,0.3390673575129533,575,509,239,11560.0,12883.0,0.2744526859498206,2.5973492766781137,26783.0
11,16,CAUCA,CALDONO,17512,17127,1831,9,80,3,13997,8,18,14,105,639,16,77,120,14,301,280,1831,13997,-12166,IVAN CEPEDA,12166,0.7103403982016698,301,280,105,8822.0,9508.0,0.1353314329531785,1.239635113529527,26334.0
11,19,CAUCA,CALOTO,15024,14717,2194,5,59,2,11285,13,26,19,48,587,14,70,170,13,260,259,2194,11285,-9091,IVAN CEPEDA,9091,0.6177210029217911,260,259,48,6520.0,7087.0,0.15288362933241267,1.3554904885369101,21544.0
11,22,CAUCA,CORINTO,13201,12983,1927,6,53,4,10040,12,20,9,50,432,7,67,117,17,272,168,1927,10040,-8113,IVAN CEPEDA,8113,0.6248940922745129,272,168,50,6413.0,6903.0,0.14918193797114732,1.3187468841899492,19614.0
11,25,CAUCA,EL TAMBO,29758,27492,5627,45,363,24,16637,54,113,156,549,2155,74,449,371,93,1331,1717,5627,16637,-11010,IVAN CEPEDA,11010,0.4004801396769969,1331,1717,549,10816.0,14413.0,0.2490178139639418,2.384583439356885,40574.0
11,27,CAUCA,FLORENCIA,3435,3309,585,1,9,1,1989,0,3,7,28,465,5,46,25,6,167,98,585,1989,-1404,IVAN CEPEDA,1404,0.4242973708068903,167,98,28,1630.0,1923.0,0.18661645253143502,1.411223777088661,5065.0
11,28,CAUCA,GUAPI,7481,7381,343,4,24,1,6723,5,11,10,11,126,7,30,31,6,60,89,343,6723,-6380,IVAN CEPEDA,6380,0.8643815201192251,60,89,11,11745.0,11905.0,0.10186399962313326,0.9559730348474371,19226.0
11,29,CAUCA,GUACHENE,10123,9841,1082,7,23,6,7861,12,29,14,47,450,14,55,68,13,207,235,1082,7861,-6779,IVAN CEPEDA,6779,0.6888527588659689,207,235,47,4626.0,5115.0,0.13156439757561716,1.1235768169440212,14749.0
11,31,CAUCA,INZA,11346,11172,1714,3,51,9,8483,5,18,23,66,534,6,72,78,13,163,108,1714,8483,-6769,IVAN CEPEDA,6769,0.6058897243107769,163,108,66,8045.0,8382.0,0.15134617553456448,1.3672554661418725,19391.0
11,34,CAUCA,JAMBALO,8126,8010,190,2,6,0,7658,2,4,3,52,46,6,19,7,3,64,64,190,7658,-7468,IVAN CEPEDA,7468,0.932334581772784,64,64,52,2194.0,2374.0,0.09538619350364078,0.7414132946690369,10320.0
11,37,CAUCA,LA SIERRA,6119,5819,1436,2,44,2,3559,9,16,16,64,431,7,51,59,17,170,236,1436,3559,-2123,IVAN CEPEDA,2123,0.3648393194706994,170,236,64,3109.0,3579.0,0.2312739109911635,1.8925417223241212,9228.0
11,40,CAUCA,LA VEGA,8657,8518,1046,5,18,2,6728,1,9,14,49,477,6,59,31,5,117,90,1046,6728,-5682,IVAN CEPEDA,5682,0.6670579948344681,117,90,49,6328.0,6584.0,0.1336673418095515,1.1752767346556883,14985.0
11,43,CAUCA,LOPEZ (MICAY),4845,4775,254,2,15,2,4297,5,6,8,27,79,5,19,11,2,70,43,254,4297,-4043,IVAN CEPEDA,4043,0.8467015706806282,70,43,27,8877.0,9017.0,0.098883426212726,0.90052917313948,13722.0
11,46,CAUCA,MERCADERES,8381,8153,1206,2,26,3,6154,3,15,10,92,356,9,70,46,7,246,136,1206,6154,-4948,IVAN CEPEDA,4948,0.6068931681589599,246,136,92,5588.0,6062.0,0.14599389891538694,1.2716010206834993,13969.0
11,49,CAUCA,MIRANDA,15067,14805,2523,3,56,0,11184,4,8,13,36,430,4,93,220,11,256,226,2523,11184,-8661,IVAN CEPEDA,8661,0.5850050658561297,256,226,36,7136.0,7654.0,0.1613900172292813,1.4433293722663654,22203.0
11,52,CAUCA,MORALES,15015,14538,3359,18,92,4,9075,39,21,50,137,1026,36,140,151,30,497,340,3359,9075,-5716,IVAN CEPEDA,5716,0.3931765029577658,497,340,137,8270.0,9244.0,0.23772689883009987,2.1708835625490353,23285.0
11,53,CAUCA,PADILLA,4246,4091,685,3,17,3,3114,5,7,8,28,88,4,25,35,5,92,127,685,3114,-2429,IVAN CEPEDA,2429,0.5937423612808604,92,127,28,3079.0,3326.0,0.1377539437422804,1.1171605525863166,7325.0
11,55,CAUCA,PAEZ (BELALCAZAR),13472,13241,1527,3,51,1,10815,4,19,22,61,482,4,57,57,15,184,170,1527,10815,-9288,IVAN CEPEDA,9288,0.7014575938373234,184,170,61,9360.0,9775.0,0.13340428098171325,1.225676602214667,22832.0
11,58,CAUCA,PATIA (EL BORDO),20198,19132,3450,23,145,9,12952,19,73,56,245,1104,35,229,214,34,789,821,3450,12952,-9502,IVAN CEPEDA,9502,0.4966548191511604,789,821,245,8202.0,10057.0,0.19459342927800163,1.7933970992298416,28400.0
11,60,CAUCA,PIAMONTE,2848,2802,875,3,15,1,1628,6,8,10,17,98,3,49,22,4,80,29,875,1628,-753,IVAN CEPEDA,753,0.2687366167023554,80,29,17,3885.0,4011.0,0.2848009581619388,2.3630064083713704,6733.0
11,61,CAUCA,PIENDAMO,19225,18644,5760,10,198,16,9752,24,37,39,101,1573,14,225,434,26,536,480,5760,9752,-3992,IVAN CEPEDA,3992,0.2141171422441536,536,480,101,13150.0,14267.0,0.4387586417597844,4.197066247393348,32375.0
11,64,CAUCA,PUERTO TEJADA,21966,21576,2387,11,47,7,17750,16,33,12,64,549,83,71,241,11,358,326,2387,17750,-15363,IVAN CEPEDA,15363,0.7120411568409344,358,326,64,13864.0,14612.0,0.13821072548275587,1.325394808672136,35830.0
11,67,CAUCA,PURACE (COCONUCO),5963,5846,1212,1,25,4,4123,0,4,6,31,311,5,24,41,2,88,86,1212,4123,-2911,IVAN CEPEDA,2911,0.4979473144030106,88,86,31,4075.0,4280.0,0.1707595205689754,1.427881190918935,10038.0
11,70,CAUCA,ROSAS,5590,5375,1369,0,29,2,3203,1,15,12,56,500,4,51,49,7,133,159,1369,3203,-1834,IVAN CEPEDA,1834,0.3412093023255814,133,159,56,3195.0,3543.0,0.24457495360530287,1.9989138623807505,8785.0
11,73,CAUCA,SAN SEBASTIAN,3983,3897,542,1,8,0,2970,3,9,3,43,266,4,9,8,4,70,43,542,2970,-2428,IVAN CEPEDA,2428,0.6230433666923274,70,43,43,3065.0,3221.0,0.13061062345964108,1.0550409515555106,7048.0
11,76,CAUCA,SANTANDER DE QUILICHAO,57034,55584,12819,28,304,22,36828,63,108,87,201,2257,59,475,1147,59,1328,1249,12819,36828,-24009,IVAN CEPEDA,24009,0.4319408462867012,1328,1249,201,30212.0,32990.0,0.2472201596993794,2.5720760880942977,87246.0
11,79,CAUCA,SANTA ROSA,2140,2113,478,0,3,0,1471,0,3,8,8,101,1,9,13,5,21,19,478,1471,-993,IVAN CEPEDA,993,0.4699479413156649,21,19,8,1981.0,2029.0,0.15952432560585897,1.214903934721638,4121.0
11,82,CAUCA,SILVIA,13828,13219,2033,15,91,11,9739,9,24,39,106,603,14,102,161,16,362,503,2033,9739,-7706,IVAN CEPEDA,7706,0.5829487858385657,362,503,106,10770.0,11741.0,0.16003888261589685,1.4997127560319765,24598.0
11,85,CAUCA,SOTARA (PAISPAMBA),4807,4692,891,1,28,2,3136,1,5,11,29,419,8,22,51,10,107,86,891,3136,-2245,IVAN CEPEDA,2245,0.4784739982949701,107,86,29,2863.0,3085.0,0.1730660658561704,1.3905219834739009,7670.0
11,86,CAUCA,SUCRE,4001,3884,251,4,5,1,3332,4,8,8,49,129,0,20,24,2,96,68,251,3332,-3081,IVAN CEPEDA,3081,0.793254376930999,96,68,49,1913.0,2126.0,0.10289241490820679,0.7884098176623636,5914.0
11,87,CAUCA,SUAREZ,11371,10588,2638,6,87,17,6341,19,41,37,115,594,20,149,140,31,468,668,2638,6341,-3703,IVAN CEPEDA,3703,0.3497355496788817,468,668,115,7710.0,8961.0,0.2576217728190378,2.3445510128756046,19081.0
11,88,CAUCA,TIMBIO,19192,18702,5200,10,119,2,10696,19,28,43,78,1591,16,178,331,13,456,412,5200,10696,-5496,IVAN CEPEDA,5496,0.2938723131215913,456,412,78,9658.0,10604.0,0.3237030421342485,3.0004296744358636,28850.0
11,91,CAUCA,TIMBIQUI,7059,7025,243,2,14,2,6622,0,4,4,7,74,1,15,11,5,28,27,243,6622,-6379,IVAN CEPEDA,6379,0.9080427046263344,28,27,7,8844.0,8906.0,0.0964810546196861,0.8774559011524722,15903.0
11,94,CAUCA,TORIBIO,15768,15554,759,2,49,3,14215,7,15,18,73,203,7,35,47,16,178,141,759,14215,-13456,IVAN CEPEDA,13456,0.8651150829368651,178,141,73,5782.0,6174.0,0.11029563536877227,0.9626894413587052,21550.0
11,97,CAUCA,TOTORO,8188,8069,813,2,31,1,6753,3,3,16,34,209,4,38,40,6,150,85,813,6753,-5940,IVAN CEPEDA,5940,0.7361507002106829,150,85,34,5214.0,5483.0,0.12056423399085348,1.038008628230131,13402.0
11,98,CAUCA,VILLA RICA,10213,10024,939,5,24,4,8512,8,23,7,25,238,3,33,68,6,154,164,939,8512,-7573,IVAN CEPEDA,7573,0.7554868316041501,154,164,25,5656.0,5999.0,0.12035265496165883,1.0470096968252034,15869.0
12,1,CESAR,VALLEDUPAR,190265,188358,84650,153,460,25,89773,55,329,107,221,4668,31,784,4237,53,3033,1686,84650,89773,-5123,IVAN CEPEDA,5123,0.0271982076683761,3033,1686,221,158205.0,163145.0,3.2652393103570305,39.19071085990109,348470.0
12,75,CESAR,AGUACHICA,46530,45830,27327,15,84,7,14388,14,71,52,79,1461,20,555,1074,30,732,621,27327,14388,12939,ABELARDO DE LA ESPRIELLA,12939,0.2823259873445341,732,621,79,31186.0,32618.0,0.3671488838378334,3.815649928267334,77716.0
12,150,CESAR,AGUSTIN CODAZZI,25399,25097,9641,8,69,6,13803,5,38,32,61,674,13,126,366,12,304,241,9641,13803,-4162,IVAN CEPEDA,4162,0.1658365541698211,304,241,61,28628.0,29234.0,0.5761340972870909,5.924457153500924,54027.0
12,170,CESAR,ASTREA,8807,8743,4758,12,15,1,3664,1,10,9,18,116,5,56,32,6,58,46,4758,3664,1094,ABELARDO DE LA ESPRIELLA,1094,0.1251286743680658,58,46,18,8386.0,8508.0,0.6716652163059541,6.077817744956001,17193.0
12,180,CESAR,BECERRIL,9240,9147,3328,9,19,1,5299,2,27,5,13,153,1,60,89,5,149,80,3328,5299,-1971,IVAN CEPEDA,1971,0.2154804854050508,149,80,13,11167.0,11409.0,0.40452682806484475,3.7791889160018375,20407.0
12,200,CESAR,BOSCONIA,16550,16232,6307,11,28,4,9008,4,41,11,172,310,12,116,174,10,196,146,6307,9008,-2701,IVAN CEPEDA,2701,0.1663997042878265,196,146,172,17066.0,17580.0,0.5495928423152063,5.372035935902497,33616.0
12,225,CESAR,CURUMANI,15623,15356,6565,12,33,2,7793,3,32,19,36,300,2,135,171,14,275,231,6565,7793,-1228,IVAN CEPEDA,1228,0.0799687418598593,275,231,36,15694.0,16236.0,1.0714084109501592,10.387355829897238,31317.0
12,300,CESAR,CHIMICHAGUA,11756,11657,6143,9,85,2,4827,3,28,10,30,279,9,108,64,14,76,69,6143,4827,1316,ABELARDO DE LA ESPRIELLA,1316,0.1128935403620142,76,69,30,14430.0,14605.0,0.7619397969187146,7.306383715175711,26186.0
12,375,CESAR,CHIRIGUANA,11513,11396,4190,8,19,4,6579,2,29,11,22,248,2,78,77,13,136,95,4190,6579,-2389,IVAN CEPEDA,2389,0.2096349596349596,136,95,22,13520.0,13773.0,0.42530139361151587,4.053351108622864,25033.0
12,410,CESAR,EL COPEY,12292,12154,4103,6,22,5,7212,3,49,11,48,364,10,99,88,6,176,90,4103,7212,-3109,IVAN CEPEDA,3109,0.2558005594865887,176,90,48,13890.0,14204.0,0.35385538333393873,3.383334919720067,26182.0
12,415,CESAR,EL PASO,16240,16047,4907,12,45,5,10256,2,38,11,37,299,7,127,107,8,223,156,4907,10256,-5349,IVAN CEPEDA,5349,0.3333333333333333,223,156,37,13663.0,14079.0,0.28203901486024424,2.6941806874459933,29903.0
12,450,CESAR,GAMARRA,6283,6245,3580,3,10,1,2163,2,11,3,17,269,4,64,48,7,80,21,3580,2163,1417,ABELARDO DE LA ESPRIELLA,1417,0.2269015212169735,80,21,17,5237.0,5355.0,0.36891686017661773,3.167510092558873,11520.0
12,525,CESAR,GONZALEZ,2445,2421,1539,1,6,2,624,2,5,4,1,98,3,21,60,4,52,23,1539,624,915,ABELARDO DE LA ESPRIELLA,915,0.3779429987608426,52,23,1,2615.0,2691.0,0.20086324405913125,1.5864258739947592,5060.0
12,600,CESAR,LA GLORIA,7003,6929,3945,0,9,1,2684,0,7,3,16,88,2,57,45,3,85,58,3945,2684,1261,ABELARDO DE LA ESPRIELLA,1261,0.1819887429643527,85,58,16,4945.0,5104.0,0.4606319597512016,3.932864493093907,11948.0
12,608,CESAR,LA JAGUA DE IBIRICO,16783,16517,5998,10,26,2,9472,2,36,4,33,296,5,153,215,6,292,233,5998,9472,-3474,IVAN CEPEDA,3474,0.2103287521947084,292,233,33,15983.0,16541.0,0.44080520030303694,4.28183090757959,32766.0
12,625,CESAR,MANAURE BALCON DEL CESAR (MANA,5184,5121,2382,1,7,0,2434,0,12,4,15,122,3,31,75,3,47,48,2382,2434,-52,IVAN CEPEDA,52,0.0101542667447764,47,48,15,4106.0,4216.0,4.237961308601422,35.37375132494583,9290.0
12,650,CESAR,PAILITAS,8484,8377,4467,6,14,3,3360,2,7,6,24,140,0,176,97,1,98,83,4467,3360,1107,ABELARDO DE LA ESPRIELLA,1107,0.1321475468544825,98,83,24,8233.0,8438.0,0.6354921137509678,5.745242139670283,16717.0
12,700,CESAR,PELAYA,9117,8987,5447,6,23,3,2986,1,22,8,38,104,3,150,89,7,138,92,5447,2986,2461,ABELARDO DE LA ESPRIELLA,2461,0.273839991098253,138,92,38,8368.0,8636.0,0.32073160649705396,2.9070505280775594,17485.0
12,720,CESAR,PUEBLO BELLO,10358,10224,3802,2,18,1,5910,3,16,8,59,156,3,55,118,7,125,75,3802,5910,-2108,IVAN CEPEDA,2108,0.2061815336463223,125,75,59,13553.0,13812.0,0.42707583877241434,4.0714700487440965,23911.0
12,750,CESAR,RIO DE ORO,9333,9220,5598,4,15,1,2560,2,13,13,25,499,7,158,202,7,141,88,5598,2560,3038,ABELARDO DE LA ESPRIELLA,3038,0.3295010845986985,141,88,25,7758.0,8012.0,0.26890160840959326,2.41710829063325,17091.0
12,800,CESAR,SAN ALBERTO,11688,11519,5419,3,44,3,4921,2,22,10,19,353,15,287,288,7,145,150,5419,4921,498,ABELARDO DE LA ESPRIELLA,498,0.0432329195242642,145,150,19,8867.0,9181.0,1.7567775763242144,16.03059595457592,20555.0
12,825,CESAR,LA PAZ,11202,11105,6501,12,15,4,3932,0,27,4,21,258,4,64,141,8,135,76,6501,3932,2569,ABELARDO DE LA ESPRIELLA,2569,0.2313372354795137,135,76,21,12550.0,12782.0,0.3859843991041445,3.649818856611264,23752.0
12,850,CESAR,SAN DIEGO,8918,8841,4457,5,14,1,3854,2,9,4,19,184,2,62,107,1,139,58,4457,3854,603,ABELARDO DE LA ESPRIELLA,603,0.0682049541907024,139,58,19,8792.0,9008.0,1.1619811645470604,10.580976497183332,17710.0
12,875,CESAR,SAN MARTIN,12423,12196,6540,10,40,1,4333,8,21,19,40,340,6,466,180,7,225,187,6540,4333,2207,ABELARDO DE LA ESPRIELLA,2207,0.1809609708101016,225,187,40,7411.0,7863.0,0.49271561926650603,4.419684066694024,19834.0
12,900,CESAR,TAMALAMEQUE,5165,5137,2246,1,12,0,2622,1,8,2,2,119,4,45,30,2,45,26,2246,2622,-376,IVAN CEPEDA,376,0.0731944714814093,45,26,2,6285.0,6358.0,1.027041704277089,8.994447554850124,11450.0
13,1,CORDOBA,MONTERIA,208585,207008,87885,78,445,18,104497,53,262,138,314,5611,70,705,4080,91,3075,1263,87885,104497,-16612,IVAN CEPEDA,16612,0.0802481063533776,3075,1263,314,165419.0,170071.0,1.3563184917846327,16.335468931017317,374004.0
13,4,CORDOBA,AYAPEL,14456,14331,6836,3,41,4,6663,7,23,13,45,323,13,101,88,21,195,80,6836,6663,173,ABELARDO DE LA ESPRIELLA,173,0.0120717326076338,195,80,45,22268.0,22588.0,4.335975905722439,43.46910517664782,36724.0
13,7,CORDOBA,BUENAVISTA,9116,9028,2602,2,28,1,6031,2,19,3,41,88,2,52,76,5,117,47,2602,6031,-3429,IVAN CEPEDA,3429,0.379818342933097,117,47,41,10257.0,10462.0,0.2336523425186968,2.1625927390322106,19373.0
13,9,CORDOBA,CANALETE,8167,8104,2822,0,19,0,4934,1,36,3,30,130,5,30,54,2,68,33,2822,4934,-2112,IVAN CEPEDA,2112,0.2606120434353405,68,33,30,10297.0,10428.0,0.33258817013146996,3.077220714519091,18464.0
13,10,CORDOBA,CERETE,44885,44476,14984,14,115,10,26771,9,63,25,89,991,11,152,618,24,689,320,14984,26771,-11787,IVAN CEPEDA,11787,0.2650193362712474,689,320,89,34159.0,35257.0,0.389162726727359,4.0747079897705225,79044.0
13,13,CORDOBA,CIENAGA DE ORO,26593,26400,6537,4,33,4,18890,2,27,11,74,352,9,50,195,9,277,119,6537,18890,-12353,IVAN CEPEDA,12353,0.4679166666666666,277,119,74,22177.0,22647.0,0.21303205929635372,2.1362485991786633,48770.0
13,14,CORDOBA,COTORRA (BONGO),9024,8968,3216,1,7,1,5000,0,10,2,20,551,5,23,54,2,96,36,3216,5000,-1784,IVAN CEPEDA,1784,0.1989295272078501,96,36,20,7842.0,7994.0,0.4356267679227311,3.914791151821647,16866.0
13,16,CORDOBA,CHIMA,7125,7090,2923,1,17,1,3737,2,1,5,11,300,0,21,30,2,50,24,2923,3737,-814,IVAN CEPEDA,814,0.1148095909732016,50,24,11,6548.0,6633.0,0.7104086780644747,6.251570237785965,13673.0
13,19,CORDOBA,CHINU,23972,23683,11401,11,41,5,9086,15,21,26,146,2346,22,91,234,18,366,143,11401,9086,2315,ABELARDO DE LA ESPRIELLA,2315,0.0977494405269602,366,143,146,16386.0,17041.0,0.9348127418936707,9.108288276297404,40358.0
13,20,CORDOBA,LA APARTADA (FRONTERA),6097,6040,1489,1,14,1,4263,2,11,6,26,82,2,37,40,3,89,31,1489,4263,-2774,IVAN CEPEDA,2774,0.4592715231788079,89,31,26,6972.0,7118.0,0.18552851409271098,1.6457348670190144,13069.0
13,22,CORDOBA,LORICA,45014,44707,15938,15,89,5,26216,14,49,35,79,1184,32,164,385,27,554,228,15938,26216,-10278,IVAN CEPEDA,10278,0.2298968841568434,554,228,79,48471.0,49332.0,0.4463545982741787,4.823463346786019,93485.0
13,23,CORDOBA,LOS CORDOBAS,7656,7594,3416,2,28,0,3699,2,18,12,32,200,5,48,49,8,107,30,3416,3699,-283,IVAN CEPEDA,283,0.0372662628390834,107,30,32,9647.0,9816.0,1.8904065771922043,17.376373122302475,17303.0
13,24,CORDOBA,MOMIL,7830,7768,3466,0,9,1,3785,5,8,14,25,280,2,30,52,5,111,37,3466,3785,-319,IVAN CEPEDA,319,0.0410659114315139,111,37,25,7213.0,7386.0,1.7541832670438355,15.625347065559112,15043.0
13,25,CORDOBA,MONTELIBANO,32050,31776,7546,11,77,11,22618,17,82,18,57,378,11,153,312,20,522,217,7546,22618,-15072,IVAN CEPEDA,15072,0.4743202416918429,522,217,57,30955.0,31751.0,0.21404222132920114,2.218699806911362,63005.0
13,27,CORDOBA,MOÑITOS,10419,10359,4846,3,27,2,5012,2,12,5,25,240,8,49,52,11,90,35,4846,5012,-166,IVAN CEPEDA,166,0.0160247128101168,90,35,25,11986.0,12136.0,3.5526645705075035,33.40930706386326,22405.0
13,28,CORDOBA,PLANETA RICA,27361,26892,10808,8,75,4,14570,5,37,27,283,492,11,126,337,19,373,186,10808,14570,-3762,IVAN CEPEDA,3762,0.1398929049531459,373,186,283,29761.0,30603.0,0.680460580296709,7.0283997602569785,57122.0
13,31,CORDOBA,PUEBLO NUEVO,14347,14254,6801,4,26,0,6783,5,22,6,37,210,2,96,114,10,175,56,6801,6783,18,ABELARDO DE LA ESPRIELLA,18,0.0012628034236003,175,56,37,13456.0,13724.0,8.492435356995017,80.90721310496791,27803.0
13,32,CORDOBA,PUERTO LIBERTADOR,15195,15047,3746,7,45,3,10511,4,21,8,48,129,6,115,159,12,281,100,3746,10511,-6765,IVAN CEPEDA,6765,0.4495912806539509,281,100,48,17509.0,17938.0,0.20929466628030943,2.049985247434893,32704.0
13,33,CORDOBA,PUERTO ESCONDIDO,9013,8954,4129,3,26,2,4265,3,23,13,32,302,10,34,58,4,82,27,4129,4265,-136,IVAN CEPEDA,136,0.0151887424614697,82,27,32,11305.0,11446.0,3.612712039282905,33.76253882388699,20318.0
13,34,CORDOBA,PURISIMA,7068,6977,3679,2,15,0,2881,2,16,6,47,189,7,42,47,6,85,44,3679,2881,798,ABELARDO DE LA ESPRIELLA,798,0.1143758062204385,85,44,47,7621.0,7797.0,0.7115947940920625,6.377043967104406,14689.0
13,37,CORDOBA,SAHAGUN,45411,45057,17443,11,81,6,25022,13,57,33,88,1242,16,139,430,34,530,266,17443,25022,-7579,IVAN CEPEDA,7579,0.1682091572896553,530,266,88,39695.0,40579.0,0.6012993939654925,6.380406277174565,85106.0
