departamento,municipio,departamento_nombre,municipio_nombre,total_votos_mmv,votos_validos,ABELARDO DE LA ESPRIELLA,CARLOS CAICEDO,CLAUDIA LOPEZ,GUSTAVO MATAMORROS,IVAN CEPEDA,LUIS GILBERTO MURILLO,MAURICIO LIZCANO,MIGUEL URIBE,NO MARCADOS,PALOMA VALENCIA,ROY BARRERAS,SANTIAGO BOTERO,SERGIO FAJARDO,SONDRA MACOLLINS,VOTO EN BLANCO,VOTO NULO,votos_abelardo,votos_cepeda,margen_abelardo_vs_cepeda,ganador_2v_base,margen_abs,margen_pp_validos,voto_blanco,voto_nulo,no_marcados,abstencion_estimada,bolsa_indefinida,score_disputa,score_oportunidad,potencial
15,334,CUNDINAMARCA,YACOPI,5392,5337,3944,1,18,0,795,2,3,7,25,384,6,59,63,6,49,30,3944,795,3149,ABELARDO DE LA ESPRIELLA,3149,0.590031853100993,49,30,25,5437.0,5541.0,0.14303584527403262,1.2329848239666226,10829.0
15,337,CUNDINAMARCA,ZIPACON,2994,2935,1444,1,33,0,895,1,12,9,6,350,1,48,81,6,54,53,1444,895,549,ABELARDO DE LA ESPRIELLA,549,0.187052810902896,54,53,6,1357.0,1470.0,0.4052113417285466,2.9554890395273508,4351.0
15,340,CUNDINAMARCA,ZIPAQUIRA,85160,83769,29209,33,1782,28,39011,44,169,114,73,5821,36,680,4983,78,1781,1318,29209,39011,-9802,IVAN CEPEDA,9802,0.1170122599052155,1781,1318,73,28228.0,31400.0,0.8924989001539978,9.241464665571835,113388.0
17,1,CHOCO,QUIBDO,41145,40138,5914,21,167,31,29900,104,83,65,150,2266,57,241,459,41,789,857,5914,29900,-23986,IVAN CEPEDA,23986,0.5975883202949823,789,857,150,47342.0,49138.0,0.1744619400203167,1.8846091081851626,88487.0
17,2,CHOCO,ATRATO (YUTO),3765,3688,543,11,17,2,2881,9,7,7,11,86,1,37,29,3,55,66,543,2881,-2338,IVAN CEPEDA,2338,0.6339479392624728,55,66,11,4771.0,4903.0,0.12754308534636086,1.0838364568314416,8536.0
17,4,CHOCO,ACANDI,4201,4138,1887,6,9,1,1944,6,8,4,24,145,5,24,28,7,64,39,1887,1944,-57,IVAN CEPEDA,57,0.0137747704204929,64,39,24,6728.0,6855.0,3.5029610568058938,30.941232768813148,10929.0
17,6,CHOCO,ALTO BAUDO (PIE DE PATO),4985,4964,146,2,5,3,4717,2,3,7,13,48,4,7,9,4,7,8,146,4717,-4571,IVAN CEPEDA,4571,0.9208299758259468,7,8,13,7016.0,7044.0,0.0914255964836973,0.8100374977089789,12001.0
17,7,CHOCO,BAGADO,2868,2843,289,1,8,1,2410,2,5,10,6,58,3,14,13,6,23,19,289,2410,-2121,IVAN CEPEDA,2121,0.7460429124164615,23,19,6,5571.0,5619.0,0.10519200246853566,0.9082368950097984,8439.0
17,8,CHOCO,BAHIA SOLANO (MUTIS),3669,3623,655,3,10,2,2722,3,8,4,14,117,1,25,23,8,42,32,655,2722,-2067,IVAN CEPEDA,2067,0.5705216671266906,42,32,14,5354.0,5442.0,0.1411718826572989,1.2143726271805066,9023.0
17,10,CHOCO,BAJO BAUDO (PIZARRO),4038,3968,263,1,21,4,3409,5,5,8,17,158,14,26,20,2,32,53,263,3409,-3146,IVAN CEPEDA,3146,0.7928427419354839,32,53,17,8422.0,8524.0,0.1032116131835062,0.9341433648990903,12460.0
17,11,CHOCO,BOJAYA (BELLAVISTA),3169,3149,153,0,3,0,2854,0,5,1,6,95,0,4,9,4,21,14,153,2854,-2701,IVAN CEPEDA,2701,0.8577326135281041,21,14,6,5808.0,5849.0,0.09282995252498698,0.8052252901535578,8977.0
17,12,CHOCO,MEDIO ATRATO (BETE),2462,2423,226,0,8,1,2070,1,5,8,7,45,3,19,13,4,20,32,226,2070,-1844,IVAN CEPEDA,1844,0.7610400330169211,20,32,7,5194.0,5253.0,0.10107353721565034,0.8658712165670924,7656.0
17,13,CHOCO,CONDOTO,4240,4116,515,4,18,3,3216,6,7,6,19,190,5,24,31,4,87,105,515,3216,-2701,IVAN CEPEDA,2701,0.6562196307094267,87,105,19,7106.0,7317.0,0.12492697059837837,1.1116117208378224,11346.0
17,14,CHOCO,CERTEGUI,2110,2065,282,1,16,4,1520,4,10,12,9,132,6,20,15,5,38,36,282,1520,-1238,IVAN CEPEDA,1238,0.5995157384987894,38,36,9,3010.0,3093.0,0.12523662913906441,1.006554344348065,5120.0
17,15,CHOCO,CARMEN DEL DARIEN,4205,4157,478,2,17,4,3436,1,13,10,15,103,3,14,19,2,55,33,478,3436,-2958,IVAN CEPEDA,2958,0.7115708443589127,55,33,15,6085.0,6188.0,0.11548123837821236,1.008212277721512,10290.0
17,16,CHOCO,EL CARMEN,3874,3810,1862,1,23,2,1376,5,13,4,22,290,4,64,106,8,52,42,1862,1376,486,ABELARDO DE LA ESPRIELLA,486,0.1275590551181102,52,42,22,3389.0,3505.0,0.5994259624561996,4.892653212215948,7263.0
17,17,CHOCO,EL CANTON DEL SAN PABLO (MAN.,2347,2281,406,3,11,4,1709,3,4,11,6,48,9,21,14,5,33,60,406,1709,-1303,IVAN CEPEDA,1303,0.5712406839105656,33,60,6,3722.0,3821.0,0.13303968122802384,1.0973816853634915,6069.0
17,19,CHOCO,ISTMINA,8547,8367,1230,9,34,5,6263,24,25,14,44,365,17,62,88,14,217,136,1230,6263,-5033,IVAN CEPEDA,5033,0.6015298195291024,217,136,44,15785.0,16182.0,0.1476979518882622,1.4314466902577418,24332.0
17,22,CHOCO,JURADO,1451,1441,152,0,4,1,1224,0,1,6,2,14,2,8,4,2,23,8,152,1224,-1072,IVAN CEPEDA,1072,0.7439278278972935,23,8,2,2447.0,2480.0,0.09647854938756541,0.7541165719949144,3898.0
17,25,CHOCO,LLORO,3349,3224,643,5,35,3,2279,3,17,15,24,93,5,41,29,13,43,101,643,2279,-1636,IVAN CEPEDA,1636,0.5074441687344913,43,101,24,6025.0,6193.0,0.15612676144342008,1.3631952690432187,9374.0
17,26,CHOCO,MEDIO BAUDO (PUERTO MELUK),3515,3491,158,0,11,0,3138,10,3,15,6,98,2,18,9,5,24,18,158,3138,-2980,IVAN CEPEDA,2980,0.8536236035519909,24,18,6,6286.0,6334.0,0.09446511053432968,0.8269329442875232,9801.0
17,27,CHOCO,MEDIO SAN JUAN,3283,3204,239,2,10,4,2728,20,10,7,23,102,4,6,21,4,47,56,239,2728,-2489,IVAN CEPEDA,2489,0.7768414481897628,47,56,23,4579.0,4705.0,0.10259331645437075,0.8675899801798895,7862.0
